estado,codigo,descricao,populacao
PR,19905,Ponta Grossa,337.865
PR,19954,Pontal do Paraná,24.352
PR,20002,Porecatu,13.973
PR,20101,Porto Amazonas,4.782
PR,20150,Porto Barreiro,3.564
PR,20200,Porto Rico,2.608
PR,20309,Porto Vitória,4.143
PR,20333,Prado Ferreira,3.668
PR,20358,Pranchita,5.558
PR,20408,Presidente Castelo Branco,5.144
PR,20507,Primeiro de Maio,11.243
PR,20606,Prudentópolis,51.567
PR,20655,Quarto Centenário,4.824
PR,20705,Quatiguá,7.410
PR,20804,Quatro Barras,22.048
PR,20853,Quatro Pontes,3.998
PR,20903,Quedas do Iguaçu,32.982
PR,21000,Querência do Norte,12.247
PR,21109,Quinta do Sol,4.985
PR,21208,Quitandinha,18.419
PR,21257,Ramilândia,4.385
PR,21307,Rancho Alegre,3.990
PR,21356,Rancho Alegre D'Oeste,2.833
PR,21406,Realeza,17.023
PR,21505,Rebouças,14.869
PR,21604,Renascença,6.984
PR,21703,Reserva,26.522
PR,21752,Reserva do Iguaçu,7.815
PR,21802,Ribeirão Claro,10.949
PR,21901,Ribeirão do Pinhal,13.646
PR,22008,Rio Azul,15.014
PR,22107,Rio Bom,3.360
PR,22156,Rio Bonito do Iguaçu,13.538
PR,22172,Rio Branco do Ivaí,4.088
PR,22206,Rio Branco do Sul,32.232
PR,22305,Rio Negro,33.395
PR,22404,Rolândia,63.316
PR,22503,Roncador,11.065
PR,22602,Rondon,9.488
PR,22651,Rosário do Ivaí,5.367
PR,22701,Sabáudia,6.585
PR,22800,Salgado Filho,4.142
PR,22909,Salto do Itararé,5.201
PR,23006,Salto do Lontra,14.539
PR,23105,Santa Amélia,3.684
PR,23204,Santa Cecília do Pavão,3.597
PR,23303,Santa Cruz de Monte Castelo,8.166
PR,23402,Santa Fé,11.431
PR,23501,Santa Helena,25.415
PR,23600,Santa Inês,1.765
PR,23709,Santa Isabel do Ivaí,8.896
PR,23808,Santa Izabel do Oeste,14.165
PR,23824,Santa Lúcia,3.976
PR,23857,Santa Maria do Oeste,11.009
PR,23907,Santa Mariana,12.432
PR,23956,Santa Mônica,3.849
PR,24020,Santa Tereza do Oeste,10.509
PR,24053,Santa Terezinha de Itaipu,22.570
PR,24004,Santana do Itararé,5.267
PR,24103,Santo Antônio da Platina,45.299
PR,24202,Santo Antônio do Caiuá,2.757
PR,24301,Santo Antônio do Paraíso,2.333
PR,24400,Santo Antônio do Sudoeste,19.958
PR,24509,Santo Inácio,5.481
PR,24608,São Carlos do Ivaí,6.756
PR,24707,São Jerônimo da Serra,11.553
PR,24806,São João,10.709
PR,24905,São João do Caiuá,6.038
PR,25001,São João do Ivaí,11.228
PR,25100,São João do Triunfo,14.700
PR,25308,São Jorge do Ivaí,5.674
PR,25357,São Jorge do Patrocínio,6.015
PR,25209,São Jorge d'Oeste,9.302
PR,25407,São José da Boa Vista,6.539
PR,25456,São José das Palmeiras,3.847
PR,25506,São José dos Pinhais,297.895
PR,25555,São Manoel do Paraná,2.180
PR,25605,São Mateus do Sul,44.594
PR,25704,São Miguel do Iguaçu,27.197
PR,25753,São Pedro do Iguaçu,6.388
PR,25803,São Pedro do Ivaí,10.799
PR,25902,São Pedro do Paraná,2.474
PR,26009,São Sebastião da Amoreira,8.952
PR,26108,São Tomé,5.657
PR,26207,Sapopema,6.908
PR,26256,Sarandi,90.376
PR,26272,Saudade do Iguaçu,5.372
PR,26306,Sengés,19.302
PR,26355,Serranópolis do Iguaçu,4.652
PR,26405,Sertaneja,5.724
PR,26504,Sertanópolis,16.373
PR,26603,Siqueira Campos,20.094
PR,26652,Sulina,3.293
PR,26678,Tamarana,13.730
PR,26702,Tamboara,4.991
PR,26801,Tapejara,15.704
PR,26900,Tapira,5.851
PR,27007,Teixeira Soares,11.495
PR,27106,Telêmaco Borba,75.809
PR,27205,Terra Boa,16.781
PR,27304,Terra Rica,16.326
PR,27403,Terra Roxa,17.517
PR,27502,Tibagi,20.377
PR,27601,Tijucas do Sul,15.970
PR,27700,Toledo,132.077
PR,27809,Tomazina,8.619
PR,27858,Três Barras do Paraná,12.227
PR,27882,Tunas do Paraná,7.559
PR,27908,Tuneiras do Oeste,8.860
PR,27957,Tupãssi,8.261
PR,27965,Turvo,13.785
PR,28005,Ubiratã,21.864
PR,28104,Umuarama,108.218
PR,28203,União da Vitória,56.265
PR,28302,Uniflor,2.593
PR,28401,Uraí,11.695
PR,28534,Ventania,11.093
PR,28559,Vera Cruz do Oeste,8.998
PR,28609,Verê,7.799
PR,28658,Virmond,4.085
PR,28708,Vitorino,6.828
PR,28500,Wenceslau Braz,19.847
PR,28807,Xambrê,6.016
SC,00051,Abdon Batista,2.630
SC,00101,Abelardo Luz,17.717
SC,00200,Agrolândia,10.272
SC,00309,Agronômica,5.306
SC,00408,Água Doce,7.132
SC,00507,Águas de Chapecó,6.379
SC,00556,Águas Frias,2.408
SC,00606,Águas Mornas,6.113
SC,00705,Alfredo Wagner,9.850
SC,00754,Alto Bela Vista,1.987
SC,00804,Anchieta,5.987
SC,00903,Angelina,5.053
SC,01000,Anita Garibaldi,7.881
SC,01109,Anitápolis,3.253
SC,01208,Antônio Carlos,8.118
SC,01257,Apiúna,10.322
SC,01273,Arabutã,4.276
SC,01307,Araquari,32.454
SC,01406,Araranguá,65.769
SC,01505,Armazém,8.341
SC,01604,Arroio Trinta,3.563
SC,01653,Arvoredo,2.271
SC,01703,Ascurra,7.781
SC,01802,Atalanta,3.282
SC,01901,Aurora,5.674
SC,01950,Balneário Arroio do Silva,11.616
SC,02057,Balneário Barra do Sul,9.828
SC,02008,Balneário Camboriú,128.155
SC,02073,Balneário Gaivota,9.841
SC,12809,Balneário Piçarras,20.617
SC,02081,Bandeirante,2.808
SC,02099,Barra Bonita,1.790
SC,02107,Barra Velha,26.374
SC,02131,Bela Vista do Toldo,6.248
SC,02156,Belmonte,2.700
SC,02206,Benedito Novo,11.168
SC,02305,Biguaçu,64.488
SC,02404,Blumenau,338.876
SC,02438,Bocaina do Sul,3.424
SC,02503,Bom Jardim da Serra,4.631
SC,02537,Bom Jesus,2.821
SC,02578,Bom Jesus do Oeste,2.156
SC,02602,Bom Retiro,9.598
SC,02453,Bombinhas,17.477
SC,02701,Botuverá,4.943
SC,02800,Braço do Norte,31.765
SC,02859,Braço do Trombudo,3.654
SC,02875,Brunópolis,2.639
SC,02909,Brusque,122.775
SC,03006,Caçador,75.812
SC,03105,Caibi,6.243
SC,03154,Calmon,3.398
SC,03204,Camboriú,74.434
SC,03303,Campo Alegre,11.992
SC,03402,Campo Belo do Sul,7.297
SC,03501,Campo Erê,8.993
SC,03600,Campos Novos,35.054
SC,03709,Canelinha,11.617
SC,03808,Canoinhas,54.188
SC,03253,Capão Alto,2.654
SC,03907,Capinzal,22.129
SC,03956,Capivari de Baixo,23.663
SC,04004,Catanduvas,10.374
SC,04103,Caxambu do Sul,4.028
SC,04152,Celso Ramos,2.776
SC,04178,Cerro Negro,3.362
SC,04194,Chapadão do Lageado,2.912
SC,04202,Chapecó,205.795
SC,04251,Cocal do Sul,16.156
SC,04301,Concórdia,72.642
SC,04350,Cordilheira Alta,4.184
SC,04400,Coronel Freitas,10.201
SC,04459,Coronel Martins,2.534
SC,04558,Correia Pinto,13.826
SC,04509,Corupá,15.132
SC,04608,Criciúma,206.918
SC,04707,Cunha Porã,10.982
SC,04756,Cunhataí,1.943
SC,04806,Curitibanos,39.231
SC,04905,Descanso,8.505
SC,05001,Dionísio Cerqueira,15.339
SC,05100,Dona Emma,3.997
SC,05159,Doutor Pedrinho,3.937
SC,05175,Entre Rios,3.151
SC,05191,Ermo,2.078
SC,05209,Erval Velho,4.464
SC,05308,Faxinal dos Guedes,10.771
SC,05357,Flor do Sertão,1.600
SC,05407,Florianópolis,469.690
SC,05431,Formosa do Sul,2.576
SC,05456,Forquilhinha,25.129
SC,05506,Fraiburgo,35.942
SC,05555,Frei Rogério,2.249
SC,05605,Galvão,3.217
SC,05704,Garopaba,21.061
SC,05803,Garuva,16.786
SC,05902,Gaspar,65.024
SC,06009,Governador Celso Ramos,13.944
SC,06108,Grão Pará,6.478
SC,06207,Gravatal,11.231
SC,06306,Guabiruba,21.612
SC,06405,Guaraciaba,10.374
SC,06504,Guaramirim,40.878
SC,06603,Guarujá do Sul,5.097
SC,06652,Guatambú,4.739
SC,06702,Herval d'Oeste,22.204
SC,06751,Ibiam,1.970
SC,06801,Ibicaré,3.313
SC,06900,Ibirama,18.412
SC,07007,Içara,53.145
SC,07106,Ilhota,13.493
SC,07205,Imaruí,10.933
SC,07304,Imbituba,43.168
SC,07403,Imbuia,6.040
SC,07502,Indaial,63.489
SC,07577,Iomerê,2.880
SC,07601,Ipira,4.637
SC,07650,Iporã do Oeste,8.823
SC,07684,Ipuaçu,7.262
SC,07700,Ipumirim,7.499
SC,07759,Iraceminha,4.139
SC,07809,Irani,10.118
SC,07858,Irati,2.025
SC,07908,Irineópolis,10.989
SC,08005,Itá,6.347
SC,08104,Itaiópolis,21.263
SC,08203,Itajaí,205.271
SC,08302,Itapema,57.089
SC,08401,Itapiranga,16.398
SC,08450,Itapoá,18.137
SC,08500,Ituporanga,24.061
SC,08609,Jaborá,4.023
SC,08708,Jacinto Machado,10.608
SC,08807,Jaguaruna,18.980
SC,08906,Jaraguá do Sul,163.735
SC,08955,Jardinópolis,1.672
SC,09003,Joaçaba,29.008
SC,09102,Joinville,562.151
SC,09151,José Boiteux,4.862
SC,09177,Jupiá,2.142
SC,09201,Lacerdópolis,2.246
SC,09300,Lages,158.732
SC,09409,Laguna,44.650
SC,09458,Lajeado Grande,1.470
SC,09508,Laurentino,6.598
SC,09607,Lauro Muller,14.996
SC,09706,Lebon Régis,12.105
SC,09805,Leoberto Leal,3.218
SC,09854,Lindóia do Sul,4.644
SC,09904,Lontras,11.393
SC,10001,Luiz Alves,11.908
SC,10035,Luzerna,5.701
SC,10050,Macieira,1.815
SC,10100,Mafra,55.313
SC,10209,Major Gercino,3.402
SC,10308,Major Vieira,7.899
SC,10407,Maracajá,6.963
SC,10506,Maravilha,24.345
SC,10555,Marema,1.999
SC,10605,Massaranduba,16.024
SC,10704,Matos Costa,2.690
SC,10803,Meleiro,7.066
SC,10852,Mirim Doce,2.424
SC,10902,Modelo,4.169
SC,11009,Mondaí,11.189
SC,11058,Monte Carlo,9.695
SC,11108,Monte Castelo,8.475
SC,11207,Morro da Fumaça,17.213
SC,11256,Morro Grande,2.921
SC,11306,Navegantes,72.772
SC,11405,Nova Erechim,4.729
SC,11454,Nova Itaberaba,4.339
SC,11504,Nova Trento,13.621
SC,11603,Nova Veneza,14.470
SC,11652,Novo Horizonte,2.606
SC,11702,Orleans,22.449
SC,11751,Otacílio Costa,17.835
SC,11801,Ouro,7.399
SC,11850,Ouro Verde,2.263
SC,11876,Paial,1.637
SC,11892,Painel,2.381
SC,11900,Palhoça,157.833
SC,12007,Palma Sola,7.652
SC,12056,Palmeira,2.537
SC,12106,Palmitos,16.262
SC,12205,Papanduva,18.793
SC,12239,Paraíso,3.763
SC,12254,Passo de Torres,7.912
SC,12270,Passos Maia,4.314
SC,12304,Paulo Lopes,7.203
SC,12403,Pedras Grandes,4.068
SC,12502,Penha,29.493
SC,12601,Peritiba,2.906
SC,12650,Pescaria Brava,9.835
SC,12700,Petrolândia,6.080
SC,12908,Pinhalzinho,18.696
SC,13005,Pinheiro Preto,3.396
SC,13104,Piratuba,4.316
SC,13153,Planalto Alegre,2.803
SC,13203,Pomerode,31.181
SC,13302,Ponte Alta,4.825
SC,13351,Ponte Alta do Norte,3.397
SC,13401,Ponte Serrada,11.452
SC,13500,Porto Belo,19.189
SC,13609,Porto União,34.882
SC,13708,Pouso Redondo,16.424
SC,13807,Praia Grande,7.370
SC,13906,Presidente Castello Branco,1.650
SC,14003,Presidente Getúlio,16.474
SC,14102,Presidente Nereu,2.309
SC,14151,Princesa,2.877
SC,14201,Quilombo,10.149
SC,14300,Rancho Queimado,2.849
SC,14409,Rio das Antas,6.246
SC,14508,Rio do Campo,6.113
SC,14607,Rio do Oeste,7.392
SC,14805,Rio do Sul,67.237
SC,14706,Rio dos Cedros,11.157
SC,14904,Rio Fortuna,4.582
SC,15000,Rio Negrinho,41.602
SC,15059,Rio Rufino,2.485
SC,15075,Riqueza,4.740
SC,15109,Rodeio,11.380
SC,15208,Romelândia,5.220
SC,15307,Salete,7.594
SC,15356,Saltinho,3.897
SC,15406,Salto Veloso,4.576
SC,15455,Sangão,11.767
SC,15505,Santa Cecília,16.510
SC,15554,Santa Helena,2.309
SC,15604,Santa Rosa de Lima,2.128
SC,15653,Santa Rosa do Sul,8.309
SC,15679,Santa Terezinha,8.864
SC,15687,Santa Terezinha do Progresso,2.666
SC,15695,Santiago do Sul,1.365
SC,15703,Santo Amaro da Imperatriz,21.920
SC,15802,São Bento do Sul,80.936
SC,15752,São Bernardino,2.545
SC,15901,São Bonifácio,2.944
SC,16008,São Carlos,10.944
SC,16057,São Cristovão do Sul,5.360
SC,16107,São Domingos,9.516
SC,16206,São Francisco do Sul,48.606
SC,16305,São João Batista,32.720
SC,16354,São João do Itaperiú,3.634
SC,16255,São João do Oeste,6.260
SC,16404,São João do Sul,7.226
SC,16503,São Joaquim,26.247
SC,16602,São José,232.309
SC,16701,São José do Cedro,13.901
SC,16800,São José do Cerrito,8.823
SC,16909,São Lourenço do Oeste,23.245
SC,17006,São Ludgero,12.441
SC,17105,São Martinho,3.224
SC,17154,São Miguel da Boa Vista,1.872
SC,17204,São Miguel do Oeste,38.984
SC,17253,São Pedro de Alcântara,5.373
SC,17303,Saudades,9.524
SC,17402,Schroeder,18.827
SC,17501,Seara,17.439
SC,17550,Serra Alta,3.312
SC,17600,Siderópolis,13.686
SC,17709,Sombrio,28.966
SC,17758,Sul Brasil,2.624
SC,17808,Taió,18.060
SC,17907,Tangará,8.757
SC,17956,Tigrinhos,1.720
SC,18004,Tijucas,35.402
SC,18103,Timbé do Sul,5.382
SC,18202,Timbó,41.283
SC,18251,Timbó Grande,7.632
SC,18301,Três Barras,18.945
SC,18350,Treviso,3.785
SC,18400,Treze de Maio,7.067
SC,18509,Treze Tílias,7.237
SC,18608,Trombudo Central,7.057
SC,18707,Tubarão,102.883
SC,18756,Tunápolis,4.628
SC,18806,Turvo,12.551
SC,18855,União do Oeste,2.700
SC,18905,Urubici,11.102
SC,18954,Urupema,2.497
SC,19002,Urussanga,21.003
SC,19101,Vargeão,3.590
SC,19150,Vargem,2.630
SC,19176,Vargem Bonita,4.674
SC,19200,Vidal Ramos,6.366
SC,19309,Videira,50.926
SC,19358,Vitor Meireles,5.123
SC,19408,Witmarsum,3.841
SC,19507,Xanxerê,48.370
SC,19606,Xavantina,4.067
SC,19705,Xaxim,27.630
SC,19853,Zortéa,3.227
SC,20000,Balneário Rincão,12.018
RS,00034,Aceguá,4.702
RS,00059,Água Santa,3.840
RS,00109,Agudo,17.120
RS,00208,Ajuricaba,7.387
RS,00307,Alecrim,6.865
RS,00406,Alegrete,78.499
RS,00455,Alegria,4.135
RS,00471,Almirante Tamandaré do Sul,2.091
RS,00505,Alpestre,7.640
RS,00554,Alto Alegre,1.828
RS,00570,Alto Feliz,3.025
RS,00604,Alvorada,206.561
RS,00638,Amaral Ferrador,6.778
RS,00646,Ametista do Sul,7.569
RS,00661,André da Rocha,1.293
RS,00703,Anta Gorda,6.222
RS,00802,Antônio Prado,13.285
RS,00851,Arambaré,3.762
RS,00877,Araricá,5.301
RS,00901,Aratiba,6.641
RS,01008,Arroio do Meio,20.045
RS,01073,Arroio do Padre,2.883
RS,01057,Arroio do Sal,8.785
RS,01206,Arroio do Tigre,13.316
RS,01107,Arroio dos Ratos,14.197
RS,01305,Arroio Grande,18.949
RS,01404,Arvorezinha,10.595
RS,14548,Pinto Bandeira,2.824
RS,01503,Augusto Pestana,7.145
RS,01552,Áurea,3.732
RS,01602,Bagé,121.749
RS,01636,Balneário Pinhal,12.305
RS,01651,Barão,6.061
RS,01701,Barão de Cotegipe,6.754
RS,01750,Barão do Triunfo,7.388
RS,01859,Barra do Guarita,3.236
RS,01875,Barra do Quaraí,4.201
RS,01909,Barra do Ribeiro,13.263
RS,01925,Barra do Rio Azul,1.952
RS,01958,Barra Funda,2.497
RS,01800,Barracão,5.485
RS,02006,Barros Cassal,11.482
RS,02055,Benjamin Constant do Sul,2.264
RS,02105,Bento Gonçalves,113.287
RS,02154,Boa Vista das Missões,2.170
RS,02204,Boa Vista do Buricá,6.815
RS,02220,Boa Vista do Cadeado,2.523
RS,02238,Boa Vista do Incra,2.559
RS,02253,Boa Vista do Sul,2.859
RS,02303,Bom Jesus,11.797
RS,02352,Bom Princípio,12.932
RS,02378,Bom Progresso,2.261
RS,02402,Bom Retiro do Sul,12.110
RS,02451,Boqueirão do Leão,7.912
RS,02501,Bossoroca,6.873
RS,02584,Bozano,2.238
RS,02600,Braga,3.688
RS,02659,Brochier,4.952
RS,02709,Butiá,21.192
RS,02808,Caçapava do Sul,34.654
RS,02907,Cacequi,13.685
RS,03004,Cachoeira do Sul,85.712
RS,03103,Cachoeirinha,125.975
RS,03202,Cacique Doble,5.080
RS,03301,Caibaté,5.058
RS,03400,Caiçara,5.104
RS,03509,Camaquã,65.835
RS,03558,Camargo,2.718
RS,03608,Cambará do Sul,6.695
RS,03673,Campestre da Serra,3.392
RS,03707,Campina das Missões,6.070
RS,03806,Campinas do Sul,5.649
RS,03905,Campo Bom,64.171
RS,04002,Campo Novo,5.276
RS,04101,Campos Borges,3.535
RS,04200,Candelária,31.476
RS,04309,Cândido Godói,6.608
RS,04358,Candiota,9.315
RS,04408,Canela,42.411
RS,04507,Canguçu,55.801
RS,04606,Canoas,341.343
RS,04614,Canudos do Vale,1.828
RS,04622,Capão Bonito do Sul,1.770
RS,04630,Capão da Canoa,47.148
RS,04655,Capão do Cipó,3.387
RS,04663,Capão do Leão,25.382
RS,04689,Capela de Santana,11.289
RS,04697,Capitão,2.756
RS,04671,Capivari do Sul,4.275
RS,04713,Caraá,7.863
RS,04705,Carazinho,62.039
RS,04804,Carlos Barbosa,27.565
RS,04853,Carlos Gomes,1.574
RS,04903,Casca,9.038
RS,04952,Caseiros,3.163
RS,05009,Catuípe,9.402
RS,05108,Caxias do Sul,474.853
RS,05116,Centenário,3.026
RS,05124,Cerrito,6.481
RS,05132,Cerro Branco,4.668
RS,05157,Cerro Grande,2.450
RS,05173,Cerro Grande do Sul,11.263
RS,05207,Cerro Largo,13.976
RS,05306,Chapada,9.613
RS,05355,Charqueadas,38.281
RS,05371,Charrua,3.505
RS,05405,Chiapetta,4.061
RS,05439,Chuí,6.368
RS,05447,Chuvisca,5.264
RS,05454,Cidreira,14.301
RS,05504,Ciríaco,5.005
RS,05587,Colinas,2.498
RS,05603,Colorado,3.522
RS,05702,Condor,6.815
RS,05801,Constantina,10.094
RS,05835,Coqueiro Baixo,1.562
RS,05850,Coqueiros do Sul,2.476
RS,05871,Coronel Barros,2.553
RS,05900,Coronel Bicaco,7.827
RS,05934,Coronel Pilar,1.740
RS,05959,Cotiporã,4.009
RS,05975,Coxilha,2.885
RS,06007,Crissiumal,14.273
RS,06056,Cristal,7.750
RS,06072,Cristal do Sul,2.917
RS,06106,Cruz Alta,63.776
RS,06130,Cruzaltense,2.096
RS,06205,Cruzeiro do Sul,12.169
RS,06304,David Canabarro,4.840
RS,06320,Derrubadas,3.148
RS,06353,Dezesseis de Novembro,2.795
RS,06379,Dilermando de Aguiar,3.136
RS,06403,Dois Irmãos,30.175
RS,06429,Dois Irmãos das Missões,2.174
RS,06452,Dois Lajeados,3.417
RS,06502,Dom Feliciano,15.165
RS,06601,Dom Pedrito,39.886
RS,06551,Dom Pedro de Alcântara,2.619
RS,06700,Dona Francisca,3.374
RS,06734,Doutor Maurício Cardoso,5.200
RS,06759,Doutor Ricardo,2.076
RS,06767,Eldorado do Sul,37.794
RS,06809,Encantado,21.883
RS,06908,Encruzilhada do Sul,25.726
RS,06924,Engenho Velho,1.397
RS,06957,Entre Rios do Sul,3.069
RS,06932,Entre-Ijuís,9.037
RS,06973,Erebango,3.064
RS,07005,Erechim,102.345
RS,07054,Ernestina,3.207
RS,07203,Erval Grande,5.207
RS,07302,Erval Seco,7.773
RS,07401,Esmeralda,3.301
RS,07450,Esperança do Sul,3.245
RS,07500,Espumoso,15.809
RS,07559,Estação,6.169
RS,07609,Estância Velha,46.444
RS,07708,Esteio,83.984
RS,07807,Estrela,32.748
RS,07815,Estrela Velha,3.743
RS,07831,Eugênio de Castro,2.744
RS,07864,Fagundes Varela,2.708
RS,07906,Farroupilha,68.562
RS,08003,Faxinal do Soturno,6.869
RS,08052,Faxinalzinho,2.553
RS,08078,Fazenda Vilanova,4.099
RS,08102,Feliz,13.140
RS,08201,Flores da Cunha,29.196
RS,08250,Floriano Peixoto,1.988
RS,08300,Fontoura Xavier,10.888
RS,08409,Formigueiro,7.096
RS,08433,Forquetinha,2.528
RS,08458,Fortaleza dos Valos,4.619
RS,08508,Frederico Westphalen,30.558
RS,08607,Garibaldi,33.131
RS,08656,Garruchos,3.219
RS,08706,Gaurama,5.918
RS,08805,General Câmara,8.673
RS,08854,Gentil,1.711
RS,08904,Getúlio Vargas,16.647
RS,09001,Giruá,17.198
RS,09050,Glorinha,7.518
RS,09100,Gramado,34.605
RS,09126,Gramado dos Loureiros,2.270
RS,09159,Gramado Xavier,4.212
RS,09209,Gravataí,272.257
RS,09258,Guabiju,1.612
RS,09308,Guaíba,99.029
RS,09407,Guaporé,24.509
RS,09506,Guarani das Missões,8.150
RS,09555,Harmonia,4.595
RS,07104,Herval,6.975
RS,09571,Herveiras,3.063
RS,09605,Horizontina,19.232
RS,09654,Hulha Negra,6.478
RS,09704,Humaitá,5.008
RS,09753,Ibarama,4.518
RS,09803,Ibiaçá,4.848
RS,09902,Ibiraiaras,7.441
RS,09951,Ibirapuitã,4.162
RS,10009,Ibirubá,20.242
RS,10108,Igrejinha,34.341
RS,10207,Ijuí,82.833
RS,10306,Ilópolis,4.208
RS,10330,Imbé,19.993
RS,10363,Imigrante,3.146
RS,10405,Independência,6.653
RS,10413,Inhacorá,2.318
RS,10439,Ipê,6.412
RS,10462,Ipiranga do Sul,1.982
RS,10504,Iraí,8.020
RS,10538,Itaara,5.329
RS,10553,Itacurubi,3.551
RS,10579,Itapuca,2.325
RS,10603,Itaqui,39.088
RS,10652,Itati,2.602
RS,10702,Itatiba do Sul,3.995
RS,10751,Ivorá,2.133
RS,10801,Ivoti,22.012
RS,10850,Jaboticaba,4.117
RS,10876,Jacuizinho,2.645
RS,10900,Jacutinga,3.713
RS,11007,Jaguarão,28.310
RS,11106,Jaguari,11.590
RS,11122,Jaquirana,4.138
RS,11130,Jari,3.655
RS,11155,Jóia,8.656
RS,11205,Júlio de Castilhos,20.052
RS,11239,Lagoa Bonita do Sul,2.825
RS,11270,Lagoa dos Três Cantos,1.649
RS,11304,Lagoa Vermelha,28.431
RS,11254,Lagoão,6.492
RS,11403,Lajeado,78.486
RS,11429,Lajeado do Bugre,2.588
RS,11502,Lavras do Sul,7.833
RS,11601,Liberato Salzano,5.752
RS,11627,Lindolfo Collor,5.671
RS,11643,Linha Nova,1.703
RS,11718,Maçambara,4.824
RS,11700,Machadinho,5.649
RS,11734,Mampituba,3.083
RS,11759,Manoel Viana,7.359
RS,11775,Maquiné,7.040
RS,11791,Maratá,2.659
RS,11809,Marau,40.174
RS,11908,Marcelino Ramos,5.027
RS,11981,Mariana Pimentel,3.920
RS,12005,Mariano Moro,2.211
RS,12054,Marques de Souza,4.167
RS,12104,Mata,5.159
RS,12138,Mato Castelhano,2.567
RS,12153,Mato Leitão,4.201
RS,12179,Mato Queimado,1.798
RS,12203,Maximiliano de Almeida,4.867
RS,12252,Minas do Leão,8.011
RS,12302,Miraguaí,4.982
RS,12351,Montauri,1.556
RS,12377,Monte Alegre dos Campos,3.236
RS,12385,Monte Belo do Sul,2.704
RS,12401,Montenegro,63.216
RS,12427,Mormaço,2.948
RS,12443,Morrinhos do Sul,3.193
RS,12450,Morro Redondo,6.529
RS,12476,Morro Reuter,6.100
RS,12500,Mostardas,12.720
RS,12609,Muçum,4.989
RS,12617,Muitos Capões,3.137
RS,12625,Muliterno,1.894
RS,12658,Não-Me-Toque,16.997
RS,12674,Nicolau Vergueiro,1.757
RS,12708,Nonoai,12.295
RS,12757,Nova Alvorada,3.431
RS,12807,Nova Araçá,4.385
RS,12906,Nova Bassano,9.478
RS,12955,Nova Boa Vista,1.953
RS,13003,Nova Bréscia,3.329
RS,130Nova Candelária,2.814
RS,13037,Nova Esperança do Sul,5.048
RS,13060,Nova Hartz,20.035
RS,13086,Nova Pádua,2.557
RS,13102,Nova Palma,6.588
RS,13201,Nova Petrópolis,20.416
RS,13300,Nova Prata,25.057
RS,13334,Nova Ramada,2.440
RS,13359,Nova Roma do Sul,3.564
RS,13375,Nova Santa Rita,25.700
RS,13490,Novo Barreiro,4.160
RS,13391,Novo Cabrais,4.087
RS,13409,Novo Hamburgo,248.694
RS,13425,Novo Machado,3.828
RS,13441,Novo Tiradentes,2.320
RS,13466,Novo Xingu,1.795
RS,13508,Osório,43.897
RS,13607,Paim Filho,4.221
RS,13656,Palmares do Sul,11.413
RS,13706,Palmeira das Missões,34.974
RS,13805,Palmitinho,7.170
RS,13904,Panambi,41.148
RS,13953,Pantano Grande,9.932
RS,14001,Paraí,7.309
RS,14027,Paraíso do Sul,7.648
RS,14035,Pareci Novo,3.725
RS,14050,Parobé,55.486
RS,14068,Passa Sete,5.491
RS,14076,Passo do Sobrado,6.372
RS,14100,Passo Fundo,196.739
RS,14134,Paulo Bento,2.297
RS,14159,Paverama,8.437
RS,14175,Pedras Altas,2.195
RS,14209,Pedro Osório,8.011
RS,14308,Pejuçara,4.055
RS,14407,Pelotas,342.873
RS,14423,Picada Café,5.532
RS,14456,Pinhal,2.609
RS,14464,Pinhal da Serra,2.126
RS,14472,Pinhal Grande,4.560
RS,14498,Pinheirinho do Vale,4.761
RS,14506,Pinheiro Machado,12.976
RS,14555,Pirapó,2.678
RS,14605,Piratini,20.712
RS,14704,Planalto,10.678
RS,14753,Poço das Antas,2.104
RS,14779,Pontão,3.986
RS,14787,Ponte Preta,1.730
RS,14803,Portão,33.994
RS,14902,Porto Alegre,1.476.867
RS,15008,Porto Lucena,5.313
RS,15057,Porto Mauá,2.557
RS,15073,Porto Vera Cruz,1.733
RS,15107,Porto Xavier,10.758
RS,15131,Pouso Novo,1.847
RS,15149,Presidente Lucena,2.705
RS,15156,Progresso,6.372
RS,15172,Protásio Alves,2.041
RS,15206,Putinga,4.185
RS,15305,Quaraí,23.579
RS,15313,Quatro Irmãos,1.849
RS,15321,Quevedos,2.816
RS,15354,Quinze de Novembro,3.811
RS,15404,Redentora,11.025
RS,15453,Relvado,2.195
RS,15503,Restinga Seca,16.334
RS,15552,Rio dos Índios,3.418
RS,15602,Rio Grande,207.860
RS,15701,Rio Pardo,38.934
RS,15750,Riozinho,4.571
RS,15800,Roca Sales,10.976
RS,15909,Rodeio Bonito,5.955
RS,15958,Rolador,2.542
RS,16006,Rolante,20.712
RS,16105,Ronda Alta,10.655
RS,16204,Rondinha,5.544
RS,16303,Roque Gonzales,7.289
RS,16402,Rosário do Sul,40.773
RS,16428,Sagrada Família,2.676
RS,16436,Saldanha Marinho,2.876
RS,16451,Salto do Jacuí,12.429
RS,16477,Salvador das Missões,2.769
RS,16501,Salvador do Sul,7.315
RS,16600,Sananduva,16.139
RS,16709,Santa Bárbara do Sul,8.793
RS,16733,Santa Cecília do Sul,1.698
RS,16758,Santa Clara do Sul,6.183
RS,16808,Santa Cruz do Sul,126.084
RS,16972,Santa Margarida do Sul,2.495
